rec-id,given-name,second-name,surname,telephone-number,birthday_year
rec-978-dup-1,Mazurska,Karolina,Estera,604064176,23/12/1958
rec-978-dup-2,Mazurska,Karolina,Estera,604064176,23/12/1958
rec-978-org,Karolina,Estera,Mazurska,604064176,23/12/1985
rec-979-dup-0,Helga,Sylwestra,Kaźmierczak,721199537,14/07/2000
rec-979-org,Sylwestra,Helga,Kaźmierczak,721199537,14/07/2000
rec-980-org,Ala,Donata,Czerwińska,884448564,01/02/2016
rec-981-dup-0,Modesta,Zawadzka,Amelia,,13/10/1948
rec-981-dup-1,Modesta,Zawadzka,Amelia,737396417,13/10/1948
rec-981-org,Amelia,Modesta,Zawadzka,737396417,13/10/1984
rec-982-dup-0,Eliza,Izabella,Zawadzka,,12/04/1915
rec-982-org,Izabella,Eliza,Zawadzka,660919191,12/04/1951
rec-983-org,Wiera,Daniela,Wojciechowska,736605779,31/01/2002
rec-984-dup-0,Sikorska,Natalia,Julita,,26/07/1976
rec-984-dup-1,Sikorska,Natalia,Julita,780392051,26/07/1976
rec-984-dup-2,Sikorska,Julita,Natalia,780392051,26/07/1976
rec-984-org,Julita,Natalia,Sikorska,780392051,26/07/1967
rec-985-dup-0,Edmunda,Kwiatkowska,Bernadeta,,09/11/1987
rec-985-dup-1,Bernadeta,Edmunda,Kwiatkowska,605534705,09/11/1987
rec-985-org,Edmunda,Bernadeta,Kwiatkowska,605534705,09/11/1978
rec-986-org,Olimpia,Otylia,Kubicka,888565271,18/10/1970
rec-987-dup-0,Kamila,Borkowska,Wielisława,,16/12/1906
rec-987-org,Kamila,Wielisława,Borkowska,501659726,16/12/1960
rec-988-dup-0,Michalina,Duda,Iwona,,23/09/1986
rec-988-dup-1,Iwona,Michalina,Duda,602250139,23/09/1986
rec-988-org,Michalina,Iwona,Duda,602250139,23/09/1968
rec-989-dup-0,Wilk,Klementyna,Izabella,,20/12/1984
rec-989-org,Izabella,Klementyna,Wilk,888826913,20/12/1948
rec-990-org,Izabella,Regina,Wawrzyniak,515856261,27/12/2000
rec-991-dup-0,Roma,Aniela,Krawczyk,,01/05/1998
rec-991-dup-1,Krawczyk,Roma,Aniela,505370382,01/05/1998
rec-991-org,Aniela,Roma,Krawczyk,505370382,01/05/1989
rec-992-org,Klementyna,Eufemia,Król,533373204,28/01/1963
rec-993-dup-0,Adelajda,Bąk,Aleksandra,,19/11/1958
rec-993-dup-1,Bąk,Aleksandra,Adelajda,668893628,19/11/1958
rec-993-dup-2,Bąk,Aleksandra,Adelajda,668893628,19/11/1958
rec-993-org,Adelajda,Aleksandra,Bąk,668893628,19/11/1985
rec-994-org,Franciszka,Amelia,Szulc,885465535,23/02/1983
rec-995-dup-0,Lilianna,Wawrzyniak,Ala,,08/10/1996
rec-995-org,Lilianna,Ala,Wawrzyniak,538921878,08/10/1969
rec-996-org,Władysława,Izabella,Jasińska,537490797,03/07/1980
rec-997-org,Erika,Halina,Szulc,698057215,09/12/1944
rec-998-org,Hanna,Ernestyna,Baranowska,459762637,22/12/1968
rec-999-org,Elza,Ludomira,Laskowska,738628950,23/01/2013
